geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
2112364,en,AS,Asia,JP,Japan,05,Akita,,,Kanezawa,,Asia/Tokyo,0
2112367,en,AS,Asia,JP,Japan,06,Yamagata,,,Kaneyama,,Asia/Tokyo,0
2112370,en,AS,Asia,JP,Japan,03,Iwate,,,Kanegasaki,,Asia/Tokyo,0
2112409,en,AS,Asia,JP,Japan,06,Yamagata,,,Kaminoyama,,Asia/Tokyo,0
2112429,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Kamiasamigawa,,Asia/Tokyo,0
2112444,en,AS,Asia,JP,Japan,03,Iwate,,,Kamaishi,,Asia/Tokyo,0
2112455,en,AS,Asia,JP,Japan,04,Miyagi,,,Kakuda,,Asia/Tokyo,0
2112517,en,AS,Asia,JP,Japan,03,Iwate,,,Iwate-machi,,Asia/Tokyo,0
2112518,en,AS,Asia,JP,Japan,03,Iwate,,,,,Asia/Tokyo,0
2112527,en,AS,Asia,JP,Japan,04,Miyagi,,,Iwanuma,,Asia/Tokyo,0
2112539,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Iwaki,,Asia/Tokyo,0
2112543,en,AS,Asia,JP,Japan,03,Iwate,,,Iwaizumi,,Asia/Tokyo,0
2112555,en,AS,Asia,JP,Japan,08,Ibaraki,,,Itako,,Asia/Tokyo,0
2112570,en,AS,Asia,JP,Japan,08,Ibaraki,,,Ishitsuka,,Asia/Tokyo,0
2112571,en,AS,Asia,JP,Japan,08,Ibaraki,,,Ishioka,,Asia/Tokyo,0
